time,D_avg,D_max,D_min,a,b,strain,strain_rate
0,-nan,-inf,inf,0,0,0,nan
0.001,0.067796610169492,0.067796610169492,0.067796610169492,0.004,0.059,5.2126036071653e-06,0.0052126036071653
0.003,0.075625775765361,0.29239654741537,0.067796610169492,0.0044619207701563,0.059,1.0688777736777e-05,0.002738087064806
0.007,0.075751509629953,0.29239654741537,0.067796610169492,0.0044693390681613,0.058999999999955,1.5857766986223e-05,0.0012922473123613
0.015,0.075807933617833,0.29239654741537,0.067796610169492,0.0044726680834194,0.058999999999577,2.6159803612235e-05,0.0012877545782516
0.031,0.075829307871691,0.29239654741537,0.067796610169492,0.0044739291643719,0.058999999999226,4.674751693384e-05,0.0012867320826003
0.063,0.075836073805146,0.29239654741537,0.067796610169492,0.004474328354426,0.058999999998944,8.7919648266845e-05,0.0012866291041564
0.127,0.075837993038226,0.29239654741537,0.067796610169492,0.0044744415891492,0.058999999998538,0.00017027636492451,0.0012868236977759
0.255,0.075838538094008,0.29239654741537,0.067796610169492,0.0044744737473957,0.058999999997905,0.00033504775474677,0.0012872764829864
0.511,0.07583870553705,0.29239654741537,0.067796610169492,0.0044744836263086,0.058999999994623,0.00066482664225694,0.0012881987793366
1.023,0.075838766286707,0.29239654741537,0.067796610169492,0.004474487130475,0.058999998833209,0.0013041548261718,0.0012486878592086
1.1254,0.075841491386981,0.29239654741537,0.067796610169492,0.0044744888206827,0.0589978699039,0.0013058417691811,1.6474052825675e-05
1.2278,0.075842724874305,0.29239654741537,0.067796610169492,0.0044744946713875,0.058997009219359,0.0013075106484362,1.629764897592e-05
1.4326,0.075844077405134,0.29239654741537,0.067796610169492,0.0044745005463832,0.058996044514344,0.0013107781161765,1.5954432325704e-05
1.8422,0.075846941987087,0.29239654741537,0.067796610169492,0.0044745040133975,0.058993829454008,0.0013170682239048,1.5356708320924e-05
2.6614,0.07585379896882,0.29239654741537,0.067796610169492,0.0044745063212313,0.05898833357976,0.0013288521976267,1.4384733547252e-05
4.2998,0.075871593844174,0.29239654741537,0.067796610169492,0.0044745083938292,0.058973861497038,0.0013500975584001,1.2967139143937e-05
7.5766,0.075919164577494,0.29239654741537,0.067796610169492,0.0044745114808522,0.058935185641099,0.0013866382577833,1.1151336481675e-05
14.1302,0.07604306841346,0.29239654741537,0.067796610169492,0.0044745182715368,0.05883595449788,0.0014462271754751,9.0925472552151e-06
27.2374,0.076342156530393,0.30785924561667,0.067796610169492,0.0044745348249333,0.058604442136918,0.0015385164721054,7.0411145500444e-06
53.4518,0.076986510304934,0.33615994759909,0.067796610169492,0.0044745736522305,0.05813348680709,0.0016748088087571,5.1991400395102e-06
105.8806,0.078197802993946,0.36559113617884,0.067796610169492,0.0044746573317673,0.057315693201012,0.0018675309576366,3.6758832717793e-06
210.7382,0.080168042443159,0.39155230100723,0.067796610169492,0.004474819845419,0.056104549422281,0.002131614549467,2.5184973891294e-06
420.4534,0.082974135081086,0.4106440944554,0.067796610169492,0.0044751046119215,0.054542637582121,0.0024893141545356,1.705644631713e-06
839.8838,0.086592050783723,0.44524081310443,0.067796610169492,0.0044755655977283,0.052719591665496,0.0029759012254291,1.1601139805161e-06
1678.7446,0.090994149612749,0.47452689512916,0.067796610169492,0.0044762780737725,0.05071447761113,0.0036459769747493,7.9879254021668e-07
3356.4662,0.096279414877434,1,0.067796610169492,0.0044773587377282,0.048570955922978,0.0045749412916157,5.5370588115838e-07
6711.9094,0.10287650915642,1,0.067796610169492,0.0044789882210869,0.04630090177849,0.0058659105621757,3.8473882393838e-07
13422.7958,0.11244949062308,1,0.067796610169492,0.0044814603638091,0.043850480837662,0.0076789500593298,2.7016393797906e-07
23422.7958,0.13029751289928,1,0.067796610169492,0.0044853143131318,0.041025677801887,0.0097409374262233,2.0619873668935e-07
33422.7958,0.16330777979278,1,0.067796610169492,0.0044901689089651,0.037824949503847,0.011520500943899,1.779563517676e-07
33432.7958,0.21320092882543,1,0.067796610169492,0.0044946266037348,0.034304673902099,0.011586921442167,6.6420498268088e-06
33433.7958,0.22197594244537,1,0.067796646760112,0.0044946767287167,0.033711944976323,0.011606336535395,1.9415093228019e-05
33433.8958,0.22426644711803,1,0.067796646760112,0.0044947137893401,0.033572078276912,0.01161074568483,4.4091494342414e-05
33433.9958,0.22459623142986,1,0.067796646760112,0.0044947694076595,0.033551937567999,0.011611612514153,8.6682932348876e-06
33434.1958,0.22481710827185,1,0.067796646760112,0.0044948150590993,0.033536763976439,0.011612410525905,3.9900587608162e-06
33434.5958,0.2251168981218,1,0.067796646760112,0.0044948448874498,0.033514916094262,0.01161360157231,2.9776160108972e-06
33435.3958,0.22554625073404,1,0.067796646760112,0.0044948669451675,0.033482346199476,0.011615413193941,2.2645270393389e-06
33436.9958,0.22615947302426,1,0.067796646760112,0.0044948848502122,0.033434570127407,0.01161817421044,1.7256353118005e-06
33440.1958,0.22701283347738,1,0.067796646760112,0.0044949022447857,0.033366740352691,0.011622384244469,1.3156356339403e-06
33446.5958,0.22815637904176,1,0.067796646760112,0.0044949221832085,0.033274647898261,0.011628789448181,1.0008130801048e-06
