time,D_avg,D_max,D_min,a,b,strain,strain_rate
0,-nan,-inf,inf,0,0,0,nan
0.001,0.050847457627119,0.050847457627119,0.050847457627119,0.003,0.059,3.0649571299233e-06,0.0030649571299233
0.003,0.05650998765592,0.19983220381262,0.050847457627119,0.0033340892716993,0.059,6.7838776253675e-06,0.0018594602477221
0.007,0.056590231670115,0.19983220381262,0.050847457627119,0.0033388236685368,0.059,1.193865984576e-05,0.001288695555098
0.015,0.056618937947049,0.19983220381262,0.050847457627119,0.0033405173388744,0.058999999999971,2.2232613324104e-05,0.0012867441847931
0.031,0.056627446973789,0.19983220381262,0.050847457627119,0.0033410193714513,0.058999999999959,4.2815618646143e-05,0.0012864378326274
0.063,0.056629766946023,0.19983220381262,0.050847457627119,0.0033411562498115,0.058999999999931,8.3983582685363e-05,0.0012864988762256
0.127,0.056630416496865,0.19983220381262,0.050847457627119,0.0033411945733088,0.058999999999886,0.00016633369653967,0.0012867205289735
0.255,0.056630617092214,0.19983220381262,0.050847457627119,0.0033412064084237,0.058999999999685,0.0003310924301032,0.0012871776059651
0.511,0.056630689830643,0.19983220381262,0.050847457627119,0.0033412106999514,0.058999999998933,0.0006608462331944,0.001288100793325
1.023,0.056630722763928,0.19983220381262,0.050847457627119,0.003341212643008,0.058999999998794,0.0013011298257409,0.0012505538916924
1.1254,0.056631488191714,0.19983220381262,0.050847457627119,0.0033412138773444,0.058999173058358,0.0013030179288075,1.8438506509535e-05
1.2278,0.056631879487548,0.19983220381262,0.050847457627119,0.0033412178349666,0.058998814423313,0.0013048894401914,1.8276478358398e-05
1.4326,0.056632321531089,0.19983220381262,0.050847457627119,0.0033412218103806,0.058998399800507,0.0013085649448637,1.7946800158048e-05
1.8422,0.056633251185898,0.19983220381262,0.050847457627119,0.0033412242340901,0.058997415783188,0.0013156766068071,1.7362455916269e-05
2.6614,0.056635569819856,0.19983220381262,0.050847457627119,0.0033412259285327,0.058994878843926,0.0013291001312125,1.6386138190238e-05
4.2998,0.05664192791524,0.19983220381262,0.050847457627119,0.0033412275801395,0.05898786855046,0.001353542174437,1.4918239272764e-05
7.5766,0.056660015109985,0.19983220381262,0.050847457627119,0.0033412302588645,0.058967930362125,0.001396087354663,1.298375861388e-05
14.1302,0.056710651486504,0.19983220381262,0.050847457627119,0.0033412363662153,0.058912414234065,0.0014663086504299,1.0714919398035e-05
27.2374,0.056844038126423,0.19983220381262,0.050847457627119,0.0033412515042475,0.058768183552098,0.0015756390941187,8.3412508917841e-06
53.4518,0.057161412311595,0.19983250424731,0.050847457627119,0.0033412874809897,0.058434809377788,0.0017357844989321,6.1090623784415e-06
105.8806,0.057818839494182,0.19983450048194,0.050847463219279,0.00334136474535,0.057778918050337,0.0019583455030037,4.2450142683331e-06
210.7382,0.058986790334374,0.19983965116005,0.05084748894108,0.0033415111672089,0.05670119108919,0.0022595277747376,2.8722979710946e-06
420.4534,0.060804408271607,0.19984931426806,0.05084748894108,0.0033417599886842,0.055188849512691,0.0026676104992278,1.9458900665773e-06
