time,D_avg,D_max,D_min,a,b,strain,strain_rate
0,-nan,-inf,inf,0,0,0,nan
0.001,0.016949152542373,0.016949152542373,0.016949152542373,0.001,0.059,1.2963709250951e-06,0.0012963709250951
0.003,0.017259287409884,0.025862490700703,0.016949152542373,0.0010182979571831,0.059,3.8649797847414e-06,0.0012843044298231
0.007,0.017259465525705,0.025862490700703,0.016949152542373,0.0010183084660166,0.059,8.99901760887e-06,0.0012835094560322
0.015,0.017259527799553,0.025862490700703,0.016949152542373,0.0010183121401736,0.059,1.9267499157096e-05,0.0012835601935283
0.031,0.01725955782348,0.025862490700703,0.016949152542373,0.0010183139115853,0.059,3.9805399240192e-05,0.0012836187551935
0.063,0.017259574570401,0.025862490700703,0.016949152542373,0.0010183148996537,0.059,8.0884857899053e-05,0.0012837330830894
0.127,0.017259584791285,0.025862490700703,0.016949152542373,0.0010183155026858,0.059,0.00016305841414798,0.0012839618163895
0.255,0.017259591616758,0.025862493118816,0.016949152542373,0.0010183159053887,0.059,0.00032746411114239,0.0012844195077688
0.511,0.017259596695415,0.025862501702637,0.016949152542373,0.0010183162050295,0.058999999999999,0.00065651156122796,0.0012853416018967
1.023,0.017259600989093,0.025862510734445,0.016949152542373,0.0010183164583572,0.05900000000004,0.0012949088632504,0.0012468697305126
1.1254,0.017259625283245,0.025862520263368,0.016949152542373,0.001018316725834,0.058999934073006,0.0012966896693061,1.7390684137305e-05
1.2278,0.017259644033495,0.025862556904993,0.016949152542373,0.0010183173159878,0.058999904874767,0.0012984535430531,1.7225329561205e-05
1.4326,0.017259664251476,0.025862595814472,0.016949152542373,0.0010183179088798,0.058999870933299,0.0013019143511225,1.6898476901181e-05
1.8422,0.017259695644872,0.025862646608562,0.016949152542373,0.0010183183320225,0.058999790090611,0.0013086004223559,1.6323416097291e-05
2.6614,0.017259764047339,0.025862750988747,0.016949152542373,0.001018318684326,0.058999581735243,0.0013212001256338,1.5380497165327e-05
4.2998,0.01725994248993,0.025863032799856,0.016949152542373,0.001018319088692,0.058999009205029,0.0013441286313882,1.3994449312992e-05
7.5766,0.01726043822934,0.025863881977755,0.016949152542373,0.0010183197954805,0.058997395964274,0.0013840835846358,1.2193284072144e-05
14.1302,0.017261805376479,0.025866472582795,0.016949152542373,0.001018321416572,0.058992934675861,0.0014505531328656,1.0142448155177e-05
27.2374,0.017265409242605,0.025874029912713,0.016949152542373,0.0010183254411645,0.058981200619209,0.0015555795878271,8.0128826111998e-06
53.4518,0.017274291609084,0.025906033015633,0.016949152542373,0.0010183351738578,0.058952498112795,0.0017135125389324,6.024663967336e-06
105.8806,0.017294522077173,0.026539573367259,0.016949152542373,0.0010183569562496,0.058888196590967,0.0019402105335628,4.3239211011954e-06
210.7382,0.017336864851073,0.027761111720663,0.016949152542373,0.0010184007869117,0.058757614762255,0.0022555417358011,3.0072326873619e-06
420.4534,0.017418080047743,0.03110627919231,0.016949152542373,0.0010184798429917,0.058518621490155,0.0026899459408947,2.0714006666834e-06
839.8838,0.017560624861156,0.037772085027611,0.016949152542373,0.0010186107797958,0.058125154337208,0.0032894480874033,1.4293244993891e-06
1678.7446,0.01778987969854,0.047288366146014,0.016949152542373,0.0010188160412551,0.057541338450137,0.0041175564866894,9.8718213949933e-07
3356.4662,0.01813134782855,0.059622256446033,0.016949152542373,0.0010191280767222,0.056751994812584,0.0052586311562937,6.8013350343959e-07
6711.9094,0.018608533374715,0.074745961924584,0.016949152542373,0.001019596982387,0.055767633203166,0.0068338340155585,4.6944703437829e-07
13422.7958,0.019246711993227,0.092270450594988,0.016949152542373,0.0010203088424043,0.054612171765178,0.0090436329571395,3.2928570234493e-07
23422.7958,0.020084771467797,0.1115573376183,0.016949152542373,0.0010214319075936,0.053301675140901,0.011560587508235,2.5169545510957e-07
33422.7958,0.020984818082842,0.12853127034082,0.016949152542373,0.0010228790127762,0.052093922859309,0.013703809353831,2.1432218455954e-07
43422.7958,0.021728556739209,0.14212902251806,0.016949152542373,0.0010242397480722,0.051218464541006,0.015634931529562,1.9311221757311e-07
53422.7958,0.022377279995798,0.15438987136944,0.016949152542373,0.0010255717991428,0.050526500183595,0.017434403968626,1.7994724390645e-07
63422.7958,0.022963387388789,0.16490617808883,0.016949152542373,0.0010269063368898,0.049949546131744,0.019148387790639,1.7139838220133e-07
73422.7958,0.023505968872093,0.17421987937862,0.016949152542373,0.0010282630276211,0.049450921837254,0.020805969842258,1.6575820516187e-07
83422.7958,0.024017192342156,0.1826669125552,0.016949152542373,0.0010296558495452,0.04900889284865,0.02242641632801,1.6204464857515e-07
93422.7958,0.024505206463661,0.19046751962387,0.016949152542373,0.0010310952865991,0.048609650282614,0.024024342246851,1.597925918841e-07
103422.7958,0.02497604651979,0.19777732936391,0.016949152542373,0.001032590860939,0.048243677429899,0.025609990883125,1.585648636274e-07
113422.7958,0.025434028926512,0.2047065730722,0.016949152542373,0.0010341505138384,0.047904383383717,0.027191334945104,1.5813440619794e-07
123422.7958,0.025882473523849,0.21133750570336,0.016949152542373,0.0010357815885046,0.047586942848444,0.028774724903978,1.5833899588737e-07
133422.7958,0.026324008400902,0.21773326268631,0.016949152542373,0.0010374911500861,0.047287720382093,0.030365356364757,1.5906314607788e-07
143422.7958,0.026760769975921,0.22394346043921,0.016949152542373,0.0010392861639393,0.047003911012233,0.031967582698671,1.6022263339144e-07
153422.7958,0.027194537932448,0.23000799159025,0.016949152542373,0.0010411736245838,0.046733305807161,0.033585133851585,1.6175511529135e-07
163422.7958,0.027626830918877,0.23602650872779,0.016949152542373,0.0010431606467424,0.046474130454911,0.035221272214338,1.6361383627536e-07
173422.7958,0.028058973519221,0.24494196876784,0.016949152542373,0.0010452545728638,0.046224939233155,0.036878908365266,1.6576361509276e-07
183422.7958,0.02849214620157,0.25399394217024,0.016949152542373,0.0010474630469495,0.045984538710879,0.038560687771112,1.6817794058465e-07
193422.7958,0.028927425262592,0.26321079599856,0.016949152542373,0.0010497941130554,0.045751926195509,0.040269057608242,1.7083698371301e-07
203422.7958,0.029365810435832,0.272619450123,0.016949152542373,0.0010522562624692,0.045526252049935,0.042006320788858,1.737263180616e-07
213422.7958,0.029808248784791,0.2822458720834,0.016949152542373,0.001054858518654,0.045306789518809,0.043774678412758,1.7683576238996e-07
223422.7958,0.030255657458187,0.29211557687977,0.016949152542373,0.0010576105072942,0.045092904219799,0.045576265853533,1.8015874407754e-07
233422.7958,0.030708939767499,0.30225404168665,0.016949152542373,0.0010605225656341,0.044884040332852,0.04741318189372,1.8369160401865e-07
243422.7958,0.031169002148968,0.31268704062956,0.016949152542373,0.0010636058455067,0.044679704716345,0.049287516323863,1.874334430143e-07
253422.7958,0.031636769859779,0.32344108619158,0.016949152542373,0.0010668723859472,0.044479450761997,0.051201371256482,1.9138549326194e-07
263422.7958,0.032113197322326,0.33454330352135,0.016949152542373,0.001070335218899,0.044282874801938,0.053156884997992,1.95551374151e-07
273422.7958,0.032599287372402,0.34602259752036,0.016949152542373,0.0010740085508139,0.044089601355287,0.055156249182438,1.9993641844453e-07
283422.7958,0.033096103379391,0.35790940443639,0.016949152542373,0.0010779078579056,0.043899283805474,0.057201729866241,2.045480683803e-07
293422.7958,0.033604789918953,0.3702365275073,0.016949152542373,0.0010820500402714,0.043711589895403,0.059296167668437,2.0944378021962e-07
303422.7958,0.034126705589225,0.38304365543983,0.016949152542373,0.001086454559298,0.043526162077907,0.061441571266741,2.145403598304e-07
313422.7958,0.034663126360753,0.3963671317958,0.016949152542373,0.0010911410837727,0.043342719289624,0.06364056748081,2.1989962140694e-07
323422.7958,0.035215586490515,0.41025285838289,0.016949152542373,0.0010961321771337,0.043160950059837,0.065895907384418,2.2553399036079e-07
333422.7958,0.035785819440808,0.42475358965033,0.016949152542373,0.0011014527902967,0.042980532254778,0.068210511586766,2.3146042023486e-07
343422.7958,0.036375800629381,0.43993175345811,0.016949152542373,0.0011071306073288,0.042801142917557,0.070587492632013,2.3769810452462e-07
353422.7958,0.036987806717934,0.45586363260545,0.016949152542373,0.0011131963707373,0.042622448125438,0.073030179067631,2.4426864356179e-07
363422.7958,0.037624490749821,0.47264304157376,0.016949152542373,0.0011196843529386,0.042444074339282,0.075542141808677,2.5119627410464e-07
373422.7958,0.038288978133455,0.49037333744389,0.016949152542373,0.001126632931847,0.042265603223775,0.078127223318155,2.5850815094778e-07
383422.7958,0.03898499221435,0.50916612563323,0.016949152542373,0.0011340851760164,0.042086553606643,0.080789569969524,2.6623466513694e-07
393422.7958,0.03971700218169,0.54043418901679,0.016949152542373,0.0011420895602682,0.041906437255835,0.083533666091727,2.7440961222031e-07
403422.7958,0.04049043514136,0.64832014583453,0.016949152542373,0.0011507007099413,0.041724714003561,0.086364397692652,2.8307316009244e-07
413422.7958,0.041311960489997,0.77262891177813,0.016949152542373,0.0011599805252459,0.041540750936745,0.089287065448182,2.92266775553e-07
423422.7958,0.042189779766836,0.90102862533102,0.016949152542373,0.0011699992144846,0.041353802424348,0.09230739427589,3.0203288277082e-07
433422.7958,0.043134054704586,0.99229956643902,0.016949152542373,0.0011808365855877,0.041162978659596,0.09543177851939,3.1243842435001e-07
443422.7958,0.04415712174908,1,0.016949152542373,0.0011925840195939,0.04096736801465,0.098667185658067,3.2354071386769e-07
453422.7958,0.045273667048186,1,0.016949152542373,0.0012053455665776,0.040765458900743,0.1020209378508,3.3537521927339e-07
463422.7958,0.046501197152119,1,0.016949152542373,0.0012192388380243,0.040555621000669,0.10550217172109,3.4812338702868e-07
473422.7958,0.047859865510273,1,0.016949152542373,0.0012344032604039,0.040335982989972,0.1091201080147,3.6179362936136e-07
483422.7958,0.04937762441201,1,0.016949152542373,0.0012509945874626,0.04010511173936,0.11288526754801,3.7651595333128e-07
483422.7968,0.051086721037988,1,0.016949152542373,0.0012691952498075,0.039860578391874,0.11288556194955,0.00029440153709315
483422.7969,0.05109802238783,1,0.016949152542373,0.001269263064975,0.039860434701207,0.11288556242055,4.7100275069045e-06
483422.797,0.051136118375984,1,0.016949152542373,0.0012696152551752,0.039860422392326,0.1128855806322,0.00018211647509481
483422.7972,0.051174992966801,1,0.016949152542373,0.0012700355053049,0.039860405873117,0.11288564334202,0.00031354908627823
483422.7976,0.051220987398355,1,0.016949152542373,0.001270520051849,0.039859799298288,0.11288569988652,0.00014136125447289
483422.79768,0.051253043277356,1,0.016949152542373,0.0012707838589993,0.039858542327991,0.11288571083769,0.00013688958178798
483422.79776,0.051309138132192,1,0.016949152542373,0.001271307925605,0.039858045667862,0.1128857223058,0.00014335137642901
483422.797776,0.051361479150985,1,0.016949152542373,0.0012718163803529,0.039857516083964,0.11288573475769,0.00077824357808814
483422.797792,0.051559511728076,1,0.016949152542373,0.0012737661816001,0.039857180185389,0.11288577939462,0.0027898077068975
483422.7977952,0.051759227708165,1,0.016949152542373,0.0012757653613584,0.03985674937155,0.1128858031416,0.007420933234234
483422.7977984,0.052574140206885,1,0.016949152542373,0.0012844035301245,0.03985632432037,0.11288596331114,0.050052980835567
483422.7978048,0.053322648357934,1,0.016949152542373,0.0012930164429121,0.039856248837571,0.11288606488695,0.015871219883039
483422.7978176,0.053702224535792,1,0.016949152542373,0.0012975122688775,0.039856155509554,0.11288613016333,0.0050997175330292
483422.7978432,0.053898906223659,1,0.016949152542373,0.0012999060752759,0.039855947192083,0.11288615429785,0.00094275460756164
483422.7978944,0.054002054814422,1,0.016949152542373,0.001301135139945,0.039855841107584,0.11288617779492,0.00045892719935684
483422.7979968,0.054058923779348,1,0.016949152542373,0.0013018049518178,0.039855709574351,0.1128861924193,0.00014281619330615
483422.79801728,0.054092941337484,1,0.016949152542373,0.001302171000522,0.039855104661376,0.11288620930955,0.00082471899250677
483422.79803776,0.054217560497326,1,0.016949152542373,0.0013036928235751,0.039854802029048,0.11288622748606,0.00088752482400585
483422.79807872,0.054347111605249,1,0.016949152542373,0.0013052596627164,0.039854540568349,0.11288624438911,0.00041267218422569
483422.79816064,0.054411535250727,1,0.016949152542373,0.0013060511145643,0.039854361436666,0.1128862615932,0.00021001086578044
483422.79832448,0.054444189890616,1,0.016949152542373,0.0013064544048833,0.039854315687779,0.11288627376065,7.4264235711517e-05
483422.79865216,0.054461103650823,1,0.016949152542373,0.0013066643314933,0.03985428580234,0.11288628568678,3.6395644603923e-05
483422.79930752,0.054470095494507,1,0.016949152542373,0.0013067745220426,0.039854239244947,0.11288629849426,1.9542674321185e-05
483422.80061824,0.054475025649261,1,0.016949152542373,0.0013068334997276,0.039854150923611,0.11288631336557,1.1345903361029e-05
483422.80323968,0.054477854170729,1,0.016949152542373,0.0013068655637146,0.039854010206638,0.11288633137735,6.8709492142767e-06
483422.80848256,0.054479628606005,1,0.016949152542373,0.0013068833612453,0.03985380666805,0.1128863532427,4.1704859701046e-06
483422.81896832,0.0544812331483,1,0.016949152542373,0.001306893573987,0.039853504916744,0.11288638077994,2.6261554233427e-06
483422.83993984,0.054482895284628,1,0.016949152542373,0.0013068996365859,0.039853199361232,0.11288641669834,1.7127230061643e-06
483422.88188288,0.054484709547902,1,0.016949152542373,0.0013069034331015,0.039852783026389,0.11288646589462,1.1729305032562e-06
483422.96576896,0.054486686494297,1,0.016949152542373,0.0013069111551897,0.039852373962998,0.11288653715348,8.494718072341e-07
483423.13354112,0.054488519987397,1,0.016949152542373,0.0013069136394588,0.039851989005728,0.11288664767023,6.5873115883475e-07
483423.46908544,0.054490449924416,1,0.016949152542373,0.0013069168312161,0.039851597023098,0.11288683136667,5.4745807295354e-07
483424.14017408,0.054492573466955,1,0.016949152542373,0.0013069213021066,0.039851168674372,0.11288715499705,4.8224683983161e-07
483425.48235136,0.054494995421197,1,0.016949152542373,0.0013069277239187,0.039850673606847,0.11288774989136,4.4323080478239e-07
483428.16670592,0.054497836466196,1,0.016949152542373,0.0013069371396101,0.039850077953216,0.11288887600677,4.1951067889895e-07
483433.53541504,0.054501254235848,1,0.016949152542373,0.001306951156078,0.039849331446221,0.11289104923133,4.0479461942896e-07
483444.27283328,0.054505658044641,1,0.016949152542373,0.00130697284283,0.03984835352922,0.1128952956125,3.954750637527e-07
483465.74766976,0.054511766167102,1,0.016949152542373,0.0013070070641737,0.039847005921761,0.11290366049524,3.8952020666652e-07
483508.69734272,0.054521119960759,1,0.016949152542373,0.0013070697622898,0.03984509808111,0.11292022078416,3.8557427283921e-07
483594.59668864,0.054535048401462,1,0.016949152542373,0.0013071729682723,0.039842209866503,0.11295312778652,3.8308792698939e-07
483766.39538048,0.054557647915245,1,0.016949152542373,0.0013073643718466,0.039837571298736,0.11301865568826,3.8142258848189e-07
483800.75511885,0.054597168433886,1,0.016949152542373,0.0013077313977568,0.039829540436158,0.11303177122302,3.817123000483e-07
483835.11485722,0.054605040368123,1,0.016949152542373,0.0013078057520415,0.039827988050655,0.11304487255891,3.8129905846246e-07
483903.83433395,0.054612860120207,1,0.016949152542373,0.0013078792931952,0.039826452391056,0.1130710481371,3.809047949309e-07
484041.27328742,0.054628037991318,1,0.016949152542373,0.0013080247800887,0.039823492664671,0.11312334227798,3.8048995249108e-07
484316.15119437,0.054657535600192,1,0.016949152542373,0.0013083135337532,0.039817727418369,0.11322783113806,3.8012825853582e-07
